[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:10:21,137 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:24:23,353 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:24:23,383 [1] INFO  PDFv2.connect Open
2010-02-23 21:24:23,383 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:25:07,787 [1] INFO  PDFv2.connect Closed
2010-02-23 21:25:07,847 [1] INFO  PDFv2.connect Closed
2010-02-23 21:25:07,857 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:25:38,451 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:25:38,491 [1] INFO  PDFv2.connect Open
2010-02-23 21:25:38,491 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:26:11,639 [1] INFO  PDFv2.connect Closed
2010-02-23 21:26:11,719 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:30:09,291 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:30:09,321 [1] INFO  PDFv2.connect Open
2010-02-23 21:30:09,321 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:30:29,500 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:31:08,746 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:31:08,786 [1] INFO  PDFv2.connect Open
2010-02-23 21:31:08,786 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:31:28,254 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:37:41,180 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:39:50,286 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:39:50,316 [1] INFO  PDFv2.connect Open
2010-02-23 21:39:50,316 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:50:54,491 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:50:54,531 [1] INFO  PDFv2.connect Open
2010-02-23 21:50:54,531 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:51:52,004 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 21:51:52,034 [1] INFO  PDFv2.connect Open
2010-02-23 21:51:52,034 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:52:38,150 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:56:31,135 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 21:58:34,412 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:00:04,963 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 22:00:04,993 [1] INFO  PDFv2.connect Open
2010-02-23 22:00:04,993 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:00:28,887 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:02:32,945 [1] INFO  PDFv2.connect Closed
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:19:27,645 [1] INFO  PDFv2.connect Closed
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:24:19,304 [1] INFO  PDFv2.connect OTVORENE
2010-02-23 22:24:20,616 [1] INFO  PDFv2.connect Open
2010-02-23 22:24:26,825 [1] INFO  PDFv2.connect Open
2010-02-23 22:25:09,386 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:41:11,289 [1] INFO  PDFv2.connect Open
2010-02-23 22:41:34,002 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:47:57,844 [1] INFO  PDFv2.connect Open
2010-02-23 22:47:57,964 [1] INFO  PDFv2.connect Open
2010-02-23 22:47:58,054 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-23 22:55:07,822 [1] INFO  PDFv2.connect Open
2010-02-23 22:55:07,942 [1] INFO  PDFv2.connect Open
2010-02-23 22:55:08,032 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 00:45:54,590 [1] INFO  PDFv2.connect Open
2010-02-24 00:45:54,750 [1] INFO  PDFv2.connect Open
2010-02-24 00:45:54,850 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 00:53:45,387 [1] INFO  PDFv2.connect Open
2010-02-24 00:53:45,507 [1] INFO  PDFv2.connect Open
2010-02-24 00:53:45,607 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 00:56:24,225 [1] INFO  PDFv2.connect Open
2010-02-24 00:56:24,365 [1] INFO  PDFv2.connect Open
2010-02-24 00:56:24,475 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:04:23,594 [1] INFO  PDFv2.connect Open
2010-02-24 01:04:23,724 [1] INFO  PDFv2.connect Open
2010-02-24 01:04:23,825 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:04:59,025 [1] INFO  PDFv2.connect Open
2010-02-24 01:04:59,175 [1] INFO  PDFv2.connect Open
2010-02-24 01:04:59,276 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:11:15,176 [1] INFO  PDFv2.connect Open
2010-02-24 01:11:15,306 [1] INFO  PDFv2.connect Open
2010-02-24 01:11:15,406 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:16:05,123 [1] INFO  PDFv2.connect Open
2010-02-24 01:16:05,273 [1] INFO  PDFv2.connect Open
2010-02-24 01:16:05,393 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:42:16,833 [1] INFO  PDFv2.connect Open
2010-02-24 01:42:16,953 [1] INFO  PDFv2.connect Open
2010-02-24 01:42:17,063 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:42:31,845 [1] INFO  PDFv2.connect Open
2010-02-24 01:42:31,995 [1] INFO  PDFv2.connect Open
2010-02-24 01:42:32,095 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:42:49,750 [1] INFO  PDFv2.connect Open
2010-02-24 01:42:49,870 [1] INFO  PDFv2.connect Open
2010-02-24 01:42:49,981 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:44:05,259 [1] INFO  PDFv2.connect Open
2010-02-24 01:44:05,389 [1] INFO  PDFv2.connect Open
2010-02-24 01:44:05,489 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:50:33,327 [1] INFO  PDFv2.connect Open
2010-02-24 01:50:33,467 [1] INFO  PDFv2.connect Open
2010-02-24 01:50:33,577 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:52:55,772 [1] INFO  PDFv2.connect Open
2010-02-24 01:52:55,912 [1] INFO  PDFv2.connect Open
2010-02-24 01:52:56,022 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:56:50,249 [1] INFO  PDFv2.connect Open
2010-02-24 01:56:50,389 [1] INFO  PDFv2.connect Open
2010-02-24 01:56:50,499 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 01:58:28,801 [1] INFO  PDFv2.connect Open
2010-02-24 01:58:28,941 [1] INFO  PDFv2.connect Open
2010-02-24 01:58:29,051 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 02:01:30,822 [1] INFO  PDFv2.connect Open
2010-02-24 02:01:30,953 [1] INFO  PDFv2.connect Open
2010-02-24 02:01:31,053 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 02:12:58,912 [1] INFO  PDFv2.connect Open
2010-02-24 02:12:59,032 [1] INFO  PDFv2.connect Open
2010-02-24 02:12:59,142 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 02:17:43,301 [1] INFO  PDFv2.connect Open
2010-02-24 02:17:43,421 [1] INFO  PDFv2.connect Open
2010-02-24 02:17:43,541 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 02:18:48,004 [1] INFO  PDFv2.connect Open
2010-02-24 02:18:48,144 [1] INFO  PDFv2.connect Open
2010-02-24 02:18:48,254 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 17:59:57,690 [1] INFO  PDFv2.connect Open
2010-02-24 17:59:57,840 [1] INFO  PDFv2.connect Open
2010-02-24 17:59:57,940 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:05:24,980 [1] INFO  PDFv2.connect Open
2010-02-24 18:05:25,271 [1] INFO  PDFv2.connect Open
2010-02-24 18:05:25,381 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:24:33,933 [1] INFO  PDFv2.connect Open
2010-02-24 18:24:34,073 [1] INFO  PDFv2.connect Open
2010-02-24 18:24:34,183 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:27:43,745 [1] INFO  PDFv2.connect Open
2010-02-24 18:27:43,876 [1] INFO  PDFv2.connect Open
2010-02-24 18:27:43,996 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:31:08,320 [1] INFO  PDFv2.connect Open
2010-02-24 18:31:08,460 [1] INFO  PDFv2.connect Open
2010-02-24 18:31:08,570 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:31:57,260 [1] INFO  PDFv2.connect Open
2010-02-24 18:31:57,400 [1] INFO  PDFv2.connect Open
2010-02-24 18:31:57,500 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:34:28,347 [1] INFO  PDFv2.connect Open
2010-02-24 18:34:28,487 [1] INFO  PDFv2.connect Open
2010-02-24 18:34:28,598 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:36:10,544 [1] INFO  PDFv2.connect Open
2010-02-24 18:36:10,674 [1] INFO  PDFv2.connect Open
2010-02-24 18:36:10,785 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:37:34,966 [1] INFO  PDFv2.connect Open
2010-02-24 18:37:35,236 [1] INFO  PDFv2.connect Open
2010-02-24 18:37:35,346 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:39:21,859 [1] INFO  PDFv2.connect Open
2010-02-24 18:39:21,990 [1] INFO  PDFv2.connect Open
2010-02-24 18:39:22,100 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:39:57,851 [1] INFO  PDFv2.connect Open
2010-02-24 18:39:57,981 [1] INFO  PDFv2.connect Open
2010-02-24 18:39:58,091 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:40:32,501 [1] INFO  PDFv2.connect Open
2010-02-24 18:40:32,631 [1] INFO  PDFv2.connect Open
2010-02-24 18:40:32,751 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:41:26,589 [1] INFO  PDFv2.connect Open
2010-02-24 18:41:26,719 [1] INFO  PDFv2.connect Open
2010-02-24 18:41:26,839 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:41:48,130 [1] INFO  PDFv2.connect Open
2010-02-24 18:41:48,260 [1] INFO  PDFv2.connect Open
2010-02-24 18:41:48,370 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:42:32,423 [1] INFO  PDFv2.connect Open
2010-02-24 18:42:32,554 [1] INFO  PDFv2.connect Open
2010-02-24 18:42:32,674 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:43:02,176 [1] INFO  PDFv2.connect Open
2010-02-24 18:43:02,306 [1] INFO  PDFv2.connect Open
2010-02-24 18:43:02,416 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:43:25,139 [1] INFO  PDFv2.connect Open
2010-02-24 18:43:25,349 [1] INFO  PDFv2.connect Open
2010-02-24 18:43:25,450 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:43:46,850 [1] INFO  PDFv2.connect Open
2010-02-24 18:43:46,971 [1] INFO  PDFv2.connect Open
2010-02-24 18:43:47,091 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:44:15,722 [1] INFO  PDFv2.connect Open
2010-02-24 18:44:15,862 [1] INFO  PDFv2.connect Open
2010-02-24 18:44:15,972 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:44:51,714 [1] INFO  PDFv2.connect Open
2010-02-24 18:44:51,854 [1] INFO  PDFv2.connect Open
2010-02-24 18:44:51,974 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:45:17,060 [1] INFO  PDFv2.connect Open
2010-02-24 18:45:17,180 [1] INFO  PDFv2.connect Open
2010-02-24 18:45:17,300 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:45:46,312 [1] INFO  PDFv2.connect Open
2010-02-24 18:45:46,452 [1] INFO  PDFv2.connect Open
2010-02-24 18:45:46,563 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:47:27,578 [1] INFO  PDFv2.connect Open
2010-02-24 18:47:27,718 [1] INFO  PDFv2.connect Open
2010-02-24 18:47:27,828 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:47:40,416 [1] INFO  PDFv2.connect Open
2010-02-24 18:47:40,546 [1] INFO  PDFv2.connect Open
2010-02-24 18:47:40,687 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:48:23,668 [1] INFO  PDFv2.connect Open
2010-02-24 18:48:23,789 [1] INFO  PDFv2.connect Open
2010-02-24 18:48:23,899 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:49:13,420 [1] INFO  PDFv2.connect Open
2010-02-24 18:49:13,550 [1] INFO  PDFv2.connect Open
2010-02-24 18:49:13,660 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:52:21,100 [1] INFO  PDFv2.connect Open
2010-02-24 18:52:21,230 [1] INFO  PDFv2.connect Open
2010-02-24 18:52:21,340 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:53:00,196 [1] INFO  PDFv2.connect Open
2010-02-24 18:53:00,336 [1] INFO  PDFv2.connect Open
2010-02-24 18:53:00,456 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:54:24,457 [1] INFO  PDFv2.connect Open
2010-02-24 18:54:24,627 [1] INFO  PDFv2.connect Open
2010-02-24 18:54:24,748 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:55:52,834 [1] INFO  PDFv2.connect Open
2010-02-24 18:55:52,964 [1] INFO  PDFv2.connect Open
2010-02-24 18:55:53,075 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 18:57:07,361 [1] INFO  PDFv2.connect Open
2010-02-24 18:57:07,492 [1] INFO  PDFv2.connect Open
2010-02-24 18:57:07,602 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-24 19:19:55,949 [1] INFO  PDFv2.connect Open
2010-02-24 19:19:56,070 [1] INFO  PDFv2.connect Open
2010-02-24 19:19:56,190 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-01 09:04:09,213 [1] INFO  PDFv2.connect Open
2010-03-01 09:04:09,364 [1] INFO  PDFv2.connect Open
2010-03-01 09:04:09,474 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-01 09:07:12,948 [1] INFO  PDFv2.connect Open
2010-03-01 09:07:13,078 [1] INFO  PDFv2.connect Open
2010-03-01 09:07:13,188 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-03 11:00:50,320 [1] INFO  PDFv2.connect Open
2010-03-03 11:00:50,540 [1] INFO  PDFv2.connect Open
2010-03-03 11:00:50,651 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 12:50:40,516 [1] INFO  PDFv2.connect Open
2010-03-13 12:50:40,676 [1] INFO  PDFv2.connect Open
2010-03-13 12:50:40,786 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 12:52:17,916 [1] INFO  PDFv2.connect Open
2010-03-13 12:52:18,056 [1] INFO  PDFv2.connect Open
2010-03-13 12:52:18,166 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 12:53:35,357 [1] INFO  PDFv2.connect Open
2010-03-13 12:53:35,498 [1] INFO  PDFv2.connect Open
2010-03-13 12:53:35,608 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 13:35:41,700 [1] INFO  PDFv2.connect Open
2010-03-13 13:35:41,890 [1] INFO  PDFv2.connect Open
2010-03-13 13:35:41,991 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 13:39:33,914 [1] INFO  PDFv2.connect Open
2010-03-13 13:39:34,034 [1] INFO  PDFv2.connect Open
2010-03-13 13:39:34,134 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 13:58:37,288 [1] INFO  PDFv2.connect Open
2010-03-13 13:58:37,428 [1] INFO  PDFv2.connect Open
2010-03-13 13:58:37,538 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:00:08,149 [1] INFO  PDFv2.connect Open
2010-03-13 14:00:08,289 [1] INFO  PDFv2.connect Open
2010-03-13 14:00:08,399 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:02:05,638 [1] INFO  PDFv2.connect Open
2010-03-13 14:02:05,768 [1] INFO  PDFv2.connect Open
2010-03-13 14:02:05,868 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:03:10,421 [1] INFO  PDFv2.connect Open
2010-03-13 14:03:10,551 [1] INFO  PDFv2.connect Open
2010-03-13 14:03:10,651 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:04:42,443 [1] INFO  PDFv2.connect Open
2010-03-13 14:04:42,583 [1] INFO  PDFv2.connect Open
2010-03-13 14:04:42,694 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:08:24,402 [1] INFO  PDFv2.connect Open
2010-03-13 14:08:24,533 [1] INFO  PDFv2.connect Open
2010-03-13 14:08:24,643 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:11:30,610 [1] INFO  PDFv2.connect Open
2010-03-13 14:11:30,740 [1] INFO  PDFv2.connect Open
2010-03-13 14:11:30,830 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:12:19,410 [1] INFO  PDFv2.connect Open
2010-03-13 14:12:19,540 [1] INFO  PDFv2.connect Open
2010-03-13 14:12:19,641 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:13:04,445 [1] INFO  PDFv2.connect Open
2010-03-13 14:13:04,585 [1] INFO  PDFv2.connect Open
2010-03-13 14:13:04,675 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:17:33,392 [1] INFO  PDFv2.connect Open
2010-03-13 14:17:33,512 [1] INFO  PDFv2.connect Open
2010-03-13 14:17:33,612 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:21:05,707 [1] INFO  PDFv2.connect Open
2010-03-13 14:21:05,837 [1] INFO  PDFv2.connect Open
2010-03-13 14:21:05,947 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:23:32,789 [1] INFO  PDFv2.connect Open
2010-03-13 14:23:32,909 [1] INFO  PDFv2.connect Open
2010-03-13 14:23:32,999 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:24:28,529 [1] INFO  PDFv2.connect Open
2010-03-13 14:24:28,679 [1] INFO  PDFv2.connect Open
2010-03-13 14:24:28,769 [1] INFO  PDFv2.connect Open
[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:25:38,569 [1] INFO  PDFv2.connect Open
2010-03-13 14:25:38,690 [1] INFO  PDFv2.connect Open
2010-03-13 14:25:38,790 [1] INFO  PDFv2.connect Open
[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2010-03-13 14:54:54,945 [1] INFO  PDFv2.connect Open
2010-03-13 14:54:55,125 [1] INFO  PDFv2.connect Open
2010-03-13 14:54:55,215 [1] INFO  PDFv2.connect Open
